,ApoA1_pl_clearance_rate_k,ApoB_pl_clearance_rate_k,Chol_ic_P_elimination_rate_k,Chol_ic_P_production_rate_k,Chol_ic_P_to_HDL_pl_rate_k,HDL_to_LDL_exchange_rate_k,HDL_to_VLDL_exchange_rate_k,LDLR_P_internalization_rate_k,LDLR_P_recycling_rate_k,LDLR_en_P_degradation_rate_k,LDLR_ic_P_production_rate_k,LDLR_ic_to_cs_P_trafficking_rate_k,LDL_LDLR_P_internalization_rate_k,LDL_LDLR_en_Kd*LDL_LDLR_en_association_rate_k,LDL_LDLR_en_association_rate_k,LDL_LDLR_pl_Kd*LDL_LDLR_pl_association_rate_k,LDL_LDLR_pl_association_rate_k,LDL_en_to_Chol_ic_P_rate_k,LDL_pl_LDLRind_P_uptake_rate_k,MAb_F*MAb_Ka,MAb_Ka*(-MAb_F + 1),MAb_PC9_2_Kd*MAb_PC9_2_association_rate_k,MAb_PC9_2_association_rate_k,MAb_PC9_2_kel,MAb_PCSK9_Kd*MAb_PCSK9_association_rate_k,MAb_PCSK9_association_rate_k,MAb_PCSK9_kel,MAb_dose,MAb_kel,PC9_LDLR_P_internalization_rate_k,PC9_LDLR_en_P_degradation_rate_k,PCSK9_LDLR_en_Kd,PCSK9_LDLR_en_association_rate_k,PCSK9_LDLR_pl_Kd*PCSK9_LDLR_pl_association_rate_k,PCSK9_LDLR_pl_association_rate_k,PCSK9_en_P_degradation_rate_k,PCSK9_pl_P_uptake_rate_k,PCSK9_pl_clearance_rate_k,SREBP_ic_P_degradation_rate_k,SREBP_ic_P_production_rate_k,SREBP_ic_to_nu_P_activation_rate_k,SREBP_nu_P_degradation_rate_k,StatinM_kel,Statin_F*Statin_Ka,Statin_Ka*(-Statin_F + 1),Statin_dose,Statin_kel,Statin_kmet,Statin_pc_to_pl_rate_k,Statin_pl_to_pc_rate_k,VLDL_pl_P_LDLRuptake_rate_k,VLDL_pl_P_uptake_rate_k,VLDL_to_LDL_conversion_rate_k
VP18,0,0,0,150000,0.00093,-0.050041651,0.106811584,-10.12816469,8.3,0.038445252,0.65016699,0.216722318,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-70.49735145,0.2,8.335818848,0.53387032,126,0.148931694,-30.34150438,0,0.092863981,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.085277399
VP19,0,0,0,150000,0.00093,-0.039043428,0.095813361,-9.975457764,8.3,0.036628802,0.633851327,0.211283764,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-83.45343915,0.2,7.143765738,0.480952449,126,0.114166289,-35.40054814,0,0.109930635,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.076496518
VP2,0,0,0,150000,0.00093,-0.050943514,0.107713447,-9.905571392,8.3,0.049500506,0.749467181,0.24982238,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-86.47313625,0.2,7.368000536,0.519227733,126,0.106063457,-36.57966796,0,0.113908388,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.085997439
VP3,0,0,0,150000,0.00093,-0.040837171,0.097607104,-10.18095657,8.3,0.026039335,0.538734911,0.179578294,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-68.78591929,0.2,7.168606811,0.405064446,126,0.153524024,-29.67323087,0,0.090609564,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.077928626
VP4,0,0,0,150000,0.00093,-0.044148993,0.100918926,-10.02789812,8.3,0.021499797,0.497960001,0.165986658,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-82.34915671,0.2,7.18603627,0.478964312,126,0.117129438,-34.96935214,0,0.108475998,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.080572755
VP5,0,0,0,150000,0.00093,-0.028210318,0.084980251,-10.23287073,8.3,0.027929155,0.555709597,0.185236522,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-64.11121791,0.2,8.175827991,0.471325633,126,0.166067772,-27.84787128,0,0.084451725,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.067847461
VP6,0,0,0,150000,0.00093,-0.045972395,0.102742328,-10.13753348,8.3,0.029318577,0.568189627,0.189396532,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-71.66407511,0.2,7.440081628,0.443532084,126,0.145800994,-30.79708218,0,0.09440087,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.082028542
VP7,0,0,0,150000,0.00093,-0.039452459,0.096222392,-10.28675245,8.3,0.034000441,0.610242937,0.203414301,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-58.38667113,0.2,8.851215805,0.516574678,126,0.181428596,-25.61257206,0,0.076910956,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.076823084
VP8,0,0,0,150000,0.00093,-0.03623786,0.093007793,-10.16107151,8.3,0.031186901,0.584971236,0.194990402,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-69.32977805,0.2,7.380925979,0.425307024,126,0.152064674,-29.88559476,0,0.091325973,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.074256577
VP9,0,0,0,150000,0.00093,-0.042511257,0.09928119,-9.919667621,8.3,0.023005966,0.511488673,0.170496215,26.49675719,1440,0.205537896,720,0.369373997,26.49675719,0.00034,0.015,0.01,0.216,0.36,0.0075,0.216,0.36,0.0025,0,0.00125,-90.93855851,0.2,7.033248618,0.509889368,126,0.094081274,-38.32330904,0,0.119790551,0.693,7.620001805,0.031101435,0.693,0.5,0.14,0.86,0,0.1,1.25,0.333,3.33,0,0,0.079265201
